Name,BSE Code,NSE Code,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,Debt to equity,Price to Sales,Sales growth,EPS,Free Cash generated from EBIDTA,EVEBITDA,Price to book value,EV by FCF,Merged_data,URL
Kesoram Inds.,502937,KESORAMIND,Cement - North India,210.0,,6523.16,0.0,-62.02,-91.18,878.91,-12.01,11.0,23.94,1.69,-0.48,-13.31,64.01,23.63,68.81,130.54,KESORAMIND,https://www.screener.in/company/KESORAMIND/consolidated/
Kewal Kir.Cloth.,532732,KKCL,Textiles - Products,648.3,25.77,3983.46,0.77,37.59,18.99,219.42,10.0,31.16,0.03,4.63,10.4,25.08,62.03,17.67,5.9,63.95,KKCL,https://www.screener.in/company/KKCL/consolidated/
Key Corp,507948,,Finance & Investments,172.15,3.27,103.29,0.0,31.66,100.89,31.79,105.76,57.25,0.0,3.2,99.57,52.62,-2.12,3.26,1.63,-286.33,507948.0,https://www.screener.in/company/507948/consolidated/
Keynote Finan.,512597,KEYFINSERV,Finance & Investments,256.15,6.88,184.46,0.39,4.35,223.93,13.56,151.11,31.71,0.01,3.9,197.05,38.17,14.12,4.74,1.44,8.9,KEYFINSERV,https://www.screener.in/company/KEYFINSERV/consolidated/
Keystone Realtor,543669,RUSTOMJEE,Construction,684.5,95.77,8635.01,0.0,25.65,-44.85,422.16,55.23,6.58,0.61,3.64,200.67,7.78,108.07,53.94,4.34,31.3,RUSTOMJEE,https://www.screener.in/company/RUSTOMJEE/consolidated/
KFin Technolog.,543720,KFINTECH,Miscellaneous,824.3,52.16,14121.91,0.7,68.07,56.92,237.56,30.89,30.26,0.04,15.8,21.92,15.85,55.86,33.03,12.35,90.38,KFINTECH,https://www.screener.in/company/KFINTECH/consolidated/
KG Petrochem,531609,,Textiles - Products,202.0,113.38,105.44,0.0,0.87,127.27,105.25,30.55,3.7,0.69,0.32,9.05,1.78,139.74,9.91,0.6,9.08,531609.0,https://www.screener.in/company/531609/consolidated/
Khadim India,540775,KHADIM,Leather / Leather Products,405.0,118.0,741.0,0.0,1.03,-75.99,143.64,-9.78,7.22,1.34,1.21,-6.87,3.46,105.04,13.06,3.07,21.28,KHADIM,https://www.screener.in/company/KHADIM/consolidated/
Khaitan (India),590068,KHAITANLTD,Trading,86.06,30.55,40.94,0.0,1.97,109.57,15.96,22.86,13.87,0.58,0.7,-1.83,2.82,18.48,11.17,2.02,7.44,KHAITANLTD,https://www.screener.in/company/KHAITANLTD/consolidated/
Khaitan Chemical,507794,KHAICHEM,Fertilizers,85.27,,825.59,0.35,-37.41,-600.13,50.83,-72.01,-7.59,1.43,1.54,-39.64,-7.27,167.46,-39.72,3.75,-10.55,KHAICHEM,https://www.screener.in/company/KHAICHEM/consolidated/
Khandelwal Extra,519064,,Solvent Extraction,91.65,22.91,7.79,0.0,0.01,200.0,0.2,,16.61,0.18,9.99,,4.0,26.92,11.25,2.97,-15.87,519064.0,https://www.screener.in/company/519064/consolidated/
Khandwala Sec.,531892,KHANDSE,Finance & Investments,29.5,261.24,44.41,0.0,-0.34,80.23,2.83,108.09,1.36,0.05,5.21,32.09,0.11,-479.55,60.29,1.49,-5.78,KHANDSE,https://www.screener.in/company/KHANDSE/consolidated/
Khazanchi Jewell,543953,,Trading,444.1,40.23,1099.01,0.0,11.6,,415.01,,34.39,0.29,1.34,70.76,11.04,-207.61,27.6,5.85,205.52,543953.0,https://www.screener.in/company/543953/consolidated/
KHFM Hospitality,,KHFM,Miscellaneous,79.7,46.16,159.73,0.0,1.35,,53.2,,10.69,0.9,1.49,20.87,1.73,51.27,18.35,3.4,-11.99,KHFM,https://www.screener.in/company/KHFM/consolidated/
Khoobsurat Ltd,535730,,Finance & Investments,1.47,230.43,69.13,0.0,0.21,250.0,0.32,,1.19,0.14,216.03,-100.0,0.01,-47.06,106.38,2.84,29.89,535730.0,https://www.screener.in/company/535730/consolidated/
Khyati Multimed.,531692,,Entertainment / Electronic Media Software,4.18,50.15,4.51,0.0,0.21,,0.92,9100.0,5.13,0.0,4.7,1820.0,0.08,83.33,33.67,2.23,-23.76,531692.0,https://www.screener.in/company/531692/consolidated/
KIC Metaliks,513693,,Steel - Pig Iron,42.8,66.63,151.92,0.0,-1.33,-162.74,235.26,10.75,4.04,0.72,0.18,14.0,0.64,97.19,10.19,0.84,7.16,513693.0,https://www.screener.in/company/513693/consolidated/
Kiduja India,507946,,Finance & Investments,339.65,2.0,67.93,0.0,6.71,321.45,10.16,,62.36,,1.51,,169.7,-130.93,4.79,,-11.64,507946.0,https://www.screener.in/company/507946/consolidated/
KIFS Financial,535566,,Finance & Investments,160.0,24.31,173.12,0.84,2.52,-1.18,16.99,82.69,14.86,4.85,3.71,51.67,6.58,41.61,8.92,3.43,-50.73,535566.0,https://www.screener.in/company/535566/consolidated/
Kilburn Engg.,522101,,Engineering,392.5,32.48,1641.45,0.25,23.1,,121.52,,,0.33,4.98,,12.09,13.57,21.18,6.45,,522101.0,https://www.screener.in/company/522101/consolidated/
Kilitch Drugs,524500,KILITCH,Pharmaceuticals - Indian - Formulations,342.2,40.75,553.02,0.0,3.68,23.79,44.82,-1.45,13.48,0.18,3.58,10.58,9.08,-26.11,19.74,3.13,-463.14,KILITCH,https://www.screener.in/company/KILITCH/consolidated/
Kimia Bioscien.,530313,,Pharmaceuticals - Indian - Bulk Drugs,48.75,,230.65,0.0,1.8,135.16,30.3,33.72,-4.16,132.42,2.2,-18.39,-1.12,-611.27,236.05,698.94,-28.58,530313.0,https://www.screener.in/company/530313/consolidated/
Kinetic Engg.,500240,,Auto Ancillaries,181.5,77.06,402.24,0.0,0.96,-46.07,40.7,9.76,11.95,0.56,2.79,6.32,2.36,142.64,25.44,6.7,39.28,500240.0,https://www.screener.in/company/500240/consolidated/
Kinetic Trust,531274,,Finance & Investments,17.27,64.44,5.8,0.0,0.21,,0.48,77.78,2.58,2.87,12.08,77.78,0.27,-1058.33,62.42,1.51,9.54,531274.0,https://www.screener.in/company/531274/consolidated/
Kingfa Science,524019,KINGFA,Plastics Products,2863.6,28.29,3466.23,0.0,33.55,-8.38,404.42,10.62,30.07,0.06,2.33,5.99,101.17,-2.81,18.56,5.89,1265.82,KINGFA,https://www.screener.in/company/KINGFA/consolidated/
Kings Infra,530215,,Aquaculture,170.3,53.71,417.33,0.0,1.94,-7.18,25.41,24.32,17.65,0.64,4.62,48.6,3.17,-35.88,30.93,7.21,-218.32,530215.0,https://www.screener.in/company/530215/consolidated/
KIOCL,540680,KIOCL,Mining / Minerals / Metals,415.45,,25246.14,0.0,-42.91,-152.2,372.19,-49.34,-2.13,0.09,13.61,20.14,-1.37,-17.52,-1133.91,13.16,-34.09,KIOCL,https://www.screener.in/company/KIOCL/consolidated/
Kiran Print Pack,531413,,Trading,17.65,294.17,8.82,0.0,-0.23,-109.09,0.02,-87.5,0.72,0.0,10.14,-3.33,0.06,-11600.0,216.5,3.16,-288.67,531413.0,https://www.screener.in/company/531413/consolidated/
Kiran Syntex,530443,,Textiles - Spinning - Synthetic / Blended,9.19,,3.9,0.0,-0.04,0.0,0.0,,-4.06,0.0,,-100.0,-0.21,266.67,-43.0,1.9,-55.29,530443.0,https://www.screener.in/company/530443/consolidated/
Kiran Vyapar,537750,,Finance & Investments,185.7,8.83,506.66,0.54,30.48,23.5,28.55,4.5,4.1,0.05,5.4,2.18,21.27,73.87,6.96,0.29,-15.86,537750.0,https://www.screener.in/company/537750/consolidated/
Kiri Industries,532967,KIRIINDUS,Dyes And Pigments,321.9,12.51,1664.12,0.0,-9.6,84.39,269.06,20.95,-1.84,0.04,1.75,0.44,25.66,116.12,-486.13,0.59,25.25,KIRIINDUS,https://www.screener.in/company/KIRIINDUS/consolidated/
Kirl. Brothers,500241,KIRLOSBROS,Pumps,1962.65,44.83,15624.16,0.31,65.6,8.28,1030.9,14.61,27.3,0.11,3.78,7.46,44.03,48.58,26.32,9.07,74.15,KIRLOSBROS,https://www.screener.in/company/KIRLOSBROS/consolidated/
Kirl. Electric,533193,KECL,Electric Equipment,219.5,103.49,1457.16,0.0,5.42,-50.23,168.53,16.19,18.3,1.54,2.61,17.7,2.12,85.85,34.74,17.71,151.35,KECL,https://www.screener.in/company/KECL/consolidated/
Kirl. Ferrous,500245,,Steel - Pig Iron,723.95,37.19,10092.04,0.76,17.73,-67.1,1535.92,-1.89,15.1,0.54,1.64,-4.23,17.09,5.53,12.86,4.45,29.49,500245.0,https://www.screener.in/company/500245/consolidated/
Kirl.Pneumatic,505283,KIRLPNU,Compressors / Drilling Equipment,1270.0,55.55,8238.49,0.51,26.9,50.03,275.27,13.64,21.72,0.0,6.08,12.11,21.97,57.17,35.1,8.89,-4093.08,KIRLPNU,https://www.screener.in/company/KIRLPNU/consolidated/
Kirloskar Indus.,500243,KIRLOSIND,Finance & Investments,5458.85,25.39,5419.48,0.2,70.73,73.61,1728.6,9.81,10.68,0.26,0.85,-1.92,192.98,11.32,6.65,1.12,18.99,KIRLOSIND,https://www.screener.in/company/KIRLOSIND/consolidated/
Kirloskar Oil,533293,KIRLOSENG,Engines,1122.0,36.95,16279.73,0.54,146.81,71.41,1660.02,19.96,14.97,1.55,2.76,17.48,30.48,-91.53,19.09,6.08,-18.43,KIRLOSENG,https://www.screener.in/company/KIRLOSENG/consolidated/
Kisaan Parivar,519230,,Finance & Investments,30.18,35.41,26.56,0.0,0.85,2933.33,3.0,,26.1,0.0,8.85,,0.85,405.62,29.79,5.27,-294.56,519230.0,https://www.screener.in/company/519230/consolidated/
Kisan Mouldings,530145,,Plastics Products,63.61,,759.91,0.0,3.02,142.72,68.26,-15.74,-13.37,0.01,2.98,-11.01,0.52,-74.38,-50.22,3.75,66.86,530145.0,https://www.screener.in/company/530145/consolidated/
Kitex Garments,521248,KITEX,Textiles - Products,210.8,25.13,1403.24,0.71,19.74,564.65,173.05,77.11,6.93,0.75,2.27,10.76,8.47,-696.6,17.56,1.55,-16.7,KITEX,https://www.screener.in/company/KITEX/consolidated/
Kizi Apparels,,,Textiles - Products,,22.81,16.42,,,,,,28.65,0.88,0.81,,1.4,-0.63,12.14,,-2137.0,,
KJMC Corporate,532304,,Finance & Investments,75.24,12.84,29.54,0.0,0.15,-72.73,2.42,54.14,6.45,0.01,3.07,63.44,5.86,282.4,5.7,0.5,-2.77,532304.0,https://www.screener.in/company/532304/consolidated/
KJMC Financial,530235,,Finance & Investments,70.7,39.34,33.83,0.0,0.02,103.92,1.18,84.38,1.83,0.05,7.31,53.82,1.8,158.77,17.25,0.26,-10.77,530235.0,https://www.screener.in/company/530235/consolidated/
KK Shah Hospital,544013,,Healthcare,53.1,59.26,36.15,0.94,0.37,,3.49,,7.3,0.0,5.32,221.8,0.9,-222.86,32.72,2.57,-42.07,544013.0,https://www.screener.in/company/544013/consolidated/
KKalpana Inds.,526409,,Plastics Products,13.2,179.96,124.17,0.0,0.86,79.17,12.77,-23.21,8.22,1.23,2.0,-77.19,0.02,44.04,16.76,3.46,-17.09,526409.0,https://www.screener.in/company/526409/consolidated/
Kkalpana Plastic,523652,,Plastics Products,37.95,,20.99,0.0,-0.06,-20.0,0.0,,-0.64,0.0,,,-0.07,1075.0,-523.0,3.38,-42.69,523652.0,https://www.screener.in/company/523652/consolidated/
KKRRAFTON Develo,521238,,Computers - Hardware,181.4,532.54,1773.36,0.0,2.69,,24.71,,8.55,0.04,68.84,64300.0,0.34,-2067.67,380.44,17.55,-88832.0,521238.0,https://www.screener.in/company/521238/consolidated/
KKV Agro Powers,,KKVAPOW,Trading,867.0,182.03,49.15,0.58,-0.41,,529.57,,4.52,0.58,0.03,25.63,4.76,188.05,16.8,2.31,8.66,KKVAPOW,https://www.screener.in/company/KKVAPOW/consolidated/
KLG Capital,530771,,Finance & Investments,13.6,,4.35,0.0,0.04,0.0,0.18,0.0,-0.52,0.03,6.04,-14.29,-0.12,-100.0,-114.25,0.58,-38.08,530771.0,https://www.screener.in/company/530771/consolidated/
KM Sugar Mills,532673,KMSUGAR,Sugar,38.65,12.37,356.2,0.0,7.66,1096.88,122.93,35.73,9.96,0.96,0.54,14.18,3.05,5.44,8.03,1.17,-230.51,KMSUGAR,https://www.screener.in/company/KMSUGAR/consolidated/
KMC Speciality,524520,,Healthcare,82.33,44.2,1342.8,0.0,7.09,-2.34,44.89,9.27,21.46,0.57,7.58,13.75,1.86,-88.26,27.52,9.35,-119.11,524520.0,https://www.screener.in/company/524520/consolidated/
KMF Builders,531578,,Construction,8.28,21.01,10.09,0.0,0.12,-36.84,0.04,-94.2,5.28,0.03,0.5,801.79,0.39,108.82,2.13,0.8,-0.82,531578.0,https://www.screener.in/company/531578/consolidated/
KMG Milk Food,519415,,Food - Processing - Indian,35.2,169.73,18.67,0.0,0.24,41.18,1.2,-33.33,4.05,,9.57,-85.33,0.21,-525.0,70.38,,-21.05,519415.0,https://www.screener.in/company/519415/consolidated/
KN Agri Resource,,KNAGRI,Solvent Extraction,233.0,18.63,582.47,0.0,18.6,,1062.75,,14.0,0.35,0.34,-23.56,12.5,41.21,12.1,1.84,-57.38,KNAGRI,https://www.screener.in/company/KNAGRI/consolidated/
Knowledge Marine,543273,,Miscellaneous,1115.0,36.49,1204.31,0.0,8.58,,56.7,,29.18,0.36,7.36,-18.83,30.63,-41.6,22.9,7.21,281.0,543273.0,https://www.screener.in/company/543273/consolidated/
KNR Construct.,532942,KNRCON,Construction,358.8,13.42,10095.9,0.07,340.61,140.32,1414.0,13.54,25.41,0.36,2.28,9.04,27.64,-37.94,9.18,2.83,9.95,KNRCON,https://www.screener.in/company/KNRCON/consolidated/
Kobo Biotech,531541,,Pharmaceuticals - Indian - Bulk Drugs & Formln,3.8,,9.05,0.0,-1.26,29.61,0.0,,-52.9,,,,-2.07,-4.06,-172.74,,170.76,531541.0,https://www.screener.in/company/531541/consolidated/
Kody Technolab,,KODYTECH,Computers - Software - Medium / Small,3650.85,475.86,2326.97,0.0,4.09,,16.68,,56.99,0.03,103.61,105.11,7.67,-182.83,316.48,62.72,-287.11,KODYTECH,https://www.screener.in/company/KODYTECH/consolidated/
Kohinoor Foods,512559,KOHINOOR,Food - Processing - Indian,40.84,,151.26,0.0,0.55,263.64,24.18,51.22,4.92,,1.59,15.33,-1.23,252.38,55.4,,41.03,KOHINOOR,https://www.screener.in/company/KOHINOOR/consolidated/
Kokuyo Camlin,523207,KOKUYOCMLN,Printing & Stationery,173.55,42.89,1736.87,0.29,10.42,18.95,217.23,0.45,17.01,0.27,2.13,5.28,4.37,1.84,23.24,5.87,90.51,KOKUYOCMLN,https://www.screener.in/company/KOKUYOCMLN/consolidated/
Kolte Patil Dev.,532924,KOLTEPATIL,Construction,371.15,,2820.53,1.08,-26.18,-122.29,526.38,-33.95,1.55,1.52,2.06,-7.86,-9.12,-599.1,88.8,3.85,19.67,KOLTEPATIL,https://www.screener.in/company/KOLTEPATIL/consolidated/
Kome-on Commun.,539910,,Entertainment / Electronic Media Software,1.6,,2.4,0.0,-0.02,0.0,0.0,,-9.42,0.0,,,-0.99,4.05,-1.61,0.18,,539910.0,https://www.screener.in/company/539910/consolidated/
Konark Synth,514128,,Textiles - Processing,19.55,71.02,11.36,0.0,-0.04,99.09,7.98,33.0,8.03,1.05,0.26,-7.92,0.26,41.45,9.51,0.38,12.61,514128.0,https://www.screener.in/company/514128/consolidated/
Konndor Indust.,532397,,Trading,9.54,8.23,5.27,0.0,0.01,-85.71,3.36,336.36,9.26,0.0,0.38,19.6,1.16,-57.32,6.18,0.57,86.5,532397.0,https://www.screener.in/company/532397/consolidated/
Konstelec Engg.,,KONSTELEC,Engineering - Turnkey Services,178.8,29.22,269.99,0.0,6.34,,122.33,,20.13,0.48,1.25,43.25,6.12,-112.61,14.13,2.87,-46.65,KONSTELEC,https://www.screener.in/company/KONSTELEC/consolidated/
Kontor Space,,KONTOR,Miscellaneous,153.0,48.49,94.56,0.0,0.99,,6.38,,32.42,0.21,8.57,20.28,3.16,-126.97,22.51,4.29,-34.19,KONTOR,https://www.screener.in/company/KONTOR/consolidated/
Kopran,524280,KOPRAN,Pharmaceuticals - Indian - Bulk Drugs & Formln,243.3,23.02,1173.19,1.23,18.62,131.59,186.08,24.99,13.78,0.2,1.91,11.54,10.57,-17.54,14.13,2.38,-46.28,KOPRAN,https://www.screener.in/company/KOPRAN/consolidated/
Kore Digital,,KDL,Transmisson Line Towers / Equipment,1653.95,57.69,662.9,0.0,4.49,253.54,34.54,272.6,39.91,0.01,6.4,386.65,28.67,-94.83,36.5,8.87,-232.64,KDL,https://www.screener.in/company/KDL/consolidated/
Kore Foods,500458,,Food - Processing - Indian,6.94,,8.09,0.0,-0.12,33.33,0.0,,-321.74,,,,-0.33,75.68,-31.95,,-28.14,500458.0,https://www.screener.in/company/500458/consolidated/
Kotak Mah. Bank,500247,KOTAKBANK,Banks - Private Sector,1773.6,18.91,352475.55,0.11,7448.16,10.35,15836.79,23.06,7.86,4.0,5.95,29.11,108.22,29.89,16.54,2.71,-366.6,KOTAKBANK,https://www.screener.in/company/KOTAKBANK/consolidated/
Kothari Ferment.,507474,,Food - Processing - Indian,75.7,,113.55,0.0,0.87,-78.2,31.99,-0.96,-0.4,0.84,1.04,-1.26,-3.27,-352.38,30.78,2.03,55.96,507474.0,https://www.screener.in/company/507474/consolidated/
Kothari Indl,509732,,Trading,13.14,0.79,25.11,0.0,-15.52,915.64,3.5,-15.87,216.5,0.87,1.84,42.38,16.58,144.34,0.71,,9.6,509732.0,https://www.screener.in/company/509732/consolidated/
Kothari Petroche,,KOTHARIPET,Petrochemicals,164.0,14.25,965.08,1.07,19.36,23.63,144.86,-2.6,41.32,0.0,1.61,7.52,11.47,59.84,9.32,3.91,142.08,KOTHARIPET,https://www.screener.in/company/KOTHARIPET/consolidated/
Kothari Products,530299,KOTHARIPRO,Trading,184.9,17.03,553.31,0.0,11.44,478.81,276.3,-14.48,2.92,0.07,0.56,-28.45,10.89,452.05,14.54,0.46,2.52,KOTHARIPRO,https://www.screener.in/company/KOTHARIPRO/consolidated/
Kothari Sugars,,KOTARISUG,Sugar,54.89,41.14,454.99,1.82,-0.53,-102.96,89.62,-45.0,13.59,0.25,1.06,-30.24,1.33,-10.02,16.18,1.63,22.17,KOTARISUG,https://www.screener.in/company/KOTARISUG/consolidated/
Kotia Enterprise,539599,,Trading,21.73,,15.26,0.0,-0.05,-600.0,0.13,,-0.1,0.0,27.25,,-0.19,115.38,-112.85,1.6,-1.59,539599.0,https://www.screener.in/company/539599/consolidated/
Kotyark Indust.,,KOTYARK,Miscellaneous,883.65,40.84,908.31,0.57,11.44,29.48,143.76,-25.59,52.82,0.43,3.35,138.63,21.64,-177.41,21.19,6.3,-34.45,KOTYARK,https://www.screener.in/company/KOTYARK/consolidated/
Koura Fine Diamo,544139,,Diamond Cutting / Jewellery,45.0,42.66,16.21,0.0,0.21,,30.96,,17.45,0.04,0.44,565.11,1.06,-242.86,21.6,1.89,-4.26,544139.0,https://www.screener.in/company/544139/consolidated/
Kovai Medical,523323,,Healthcare,4351.1,26.45,4760.11,0.23,52.18,70.75,321.12,20.28,22.61,0.35,3.9,19.59,164.25,75.02,13.25,5.36,35.71,523323.0,https://www.screener.in/company/523323/consolidated/
Kovil. Lak. Rol.,507598,,Food - Processing - Indian,236.0,27.36,213.38,0.53,1.02,64.52,98.23,-5.32,15.8,1.34,0.52,23.72,8.63,38.11,11.41,3.2,27.64,507598.0,https://www.screener.in/company/507598/consolidated/
KP Green Engg.,544150,,Engineering,516.0,72.51,2580.0,0.0,24.2,,245.12,,103.93,0.14,7.39,206.64,7.08,-105.79,45.31,9.67,379.96,544150.0,https://www.screener.in/company/544150/consolidated/
KPI Green Energy,542323,KPIGREEN,Construction,967.65,72.22,11691.95,0.05,43.04,34.43,289.36,58.64,21.63,1.24,11.42,59.04,13.4,-47.31,36.53,13.96,-83.05,KPIGREEN,https://www.screener.in/company/KPIGREEN/consolidated/
KPIT Technologi.,542651,KPITTECH,Computers - Software - Medium / Small,1723.95,71.31,47241.59,0.39,204.16,52.56,1364.63,24.33,38.36,0.15,9.19,36.05,24.25,89.02,40.53,22.03,139.77,KPITTECH,https://www.screener.in/company/KPITTECH/consolidated/
KPT Industries,505299,,Engineering,819.0,23.13,278.46,0.31,3.65,108.57,39.19,10.67,24.42,0.67,1.85,1.3,35.47,-10.21,13.3,5.03,38.32,505299.0,https://www.screener.in/company/505299/consolidated/
Kranti Industrie,542459,,Auto Ancillaries,68.2,972.72,77.82,0.0,0.69,-86.57,21.46,-3.94,4.18,1.14,0.86,-3.16,0.07,-261.89,12.44,2.17,698.0,542459.0,https://www.screener.in/company/542459/consolidated/
KRBL,530813,KRBL,Food - Processing - Indian,280.0,13.14,6410.01,0.36,86.56,-55.53,1199.18,-15.21,15.85,0.11,1.24,-6.86,21.31,20.75,9.11,1.32,-16.52,KRBL,https://www.screener.in/company/KRBL/consolidated/
Krebs Biochem,524518,KREBSBIO,Pharmaceuticals - Indian - Bulk Drugs,88.8,,185.31,0.0,-5.85,15.71,11.97,4.45,-19.02,,3.68,-3.28,-9.15,33.44,-45.78,,-10.64,KREBSBIO,https://www.screener.in/company/KREBSBIO/consolidated/
Kreon Finnancial,530139,,Finance & Investments,39.72,129.55,80.32,0.0,0.12,-92.59,4.59,73.21,4.71,0.89,4.97,69.67,0.31,-96.14,31.77,2.44,-12.99,530139.0,https://www.screener.in/company/530139/consolidated/
Kretto Syscon,531328,,Construction,0.89,15.33,13.95,0.0,0.68,2166.67,1.03,,1.99,0.06,13.54,,0.06,-39.0,14.93,0.84,99.53,531328.0,https://www.screener.in/company/531328/consolidated/
Kridhan Infra,533482,KRIDHANINF,Trading,4.63,,43.23,0.0,-199.16,-68775.0,0.85,-59.13,,,50.86,-84.88,-22.06,-691.3,64.14,,35.52,KRIDHANINF,https://www.screener.in/company/KRIDHANINF/consolidated/
Krishana Phosch.,,KRISHANA,Fertilizers,264.7,35.62,1602.82,0.09,16.41,38.13,280.76,69.79,15.02,1.45,1.54,146.28,7.5,-113.0,14.59,5.33,-8.99,KRISHANA,https://www.screener.in/company/KRISHANA/consolidated/
Krishanveer Forg,513369,,Castings & Forgings,94.95,26.04,103.88,0.0,1.04,-35.4,23.5,23.55,16.36,0.0,1.23,4.54,3.65,0.0,13.69,2.66,15.75,513369.0,https://www.screener.in/company/513369/consolidated/
Krishca Strapp.,,KRISHCA,Steel - Medium / Small,331.85,30.25,400.55,0.0,7.56,,56.53,,81.59,0.52,3.81,45.26,10.97,-84.67,20.74,10.24,177.95,KRISHCA,https://www.screener.in/company/KRISHCA/consolidated/
Krishival Foods,,KRISHIVAL,Food - Processing - Indian,222.0,51.5,494.95,0.07,4.58,1316.67,51.03,105.82,22.58,0.05,4.82,46.51,4.31,-329.64,32.71,4.06,-15.58,KRISHIVAL,https://www.screener.in/company/KRISHIVAL/consolidated/
Krishna Capital,539384,,Finance & Investments,22.91,48.23,7.23,0.0,0.11,37.5,0.11,0.0,2.89,0.0,18.54,0.0,0.47,-200.0,40.06,1.15,-22.53,539384.0,https://www.screener.in/company/539384/consolidated/
Krishna Defence,,KRISHNADEF,Diversified - Medium / Small,698.6,97.8,957.43,0.0,7.16,,71.2,,26.33,0.09,9.0,68.03,7.14,-38.2,55.28,9.71,-91.72,KRISHNADEF,https://www.screener.in/company/KRISHNADEF/consolidated/
Krishna Fil. Ind,500248,,Textiles - Products,4.35,,3.39,0.0,-0.02,71.43,0.0,,-133.33,,,,-0.03,0.0,-311.0,,77.75,500248.0,https://www.screener.in/company/500248/consolidated/
Krishna Institu.,543308,KIMS,Healthcare,2090.0,54.01,16751.02,0.0,71.49,-29.81,633.8,10.05,16.71,0.74,6.71,13.67,38.76,-24.64,27.64,9.15,-129.16,KIMS,https://www.screener.in/company/KIMS/consolidated/
Krishna Vent.,504392,,Construction,85.3,,92.12,0.0,-0.25,-457.14,0.08,-88.89,-4.01,0.0,59.43,-67.51,-0.74,265.82,-145.73,8.04,-15.67,504392.0,https://www.screener.in/company/504392/consolidated/
Kriti Industries,526423,KRITI,Plastics Products,227.0,40.09,1118.94,0.09,13.84,76.08,257.16,-8.01,19.2,0.85,1.33,1.9,5.63,31.93,17.54,7.42,-1013.77,KRITI,https://www.screener.in/company/KRITI/consolidated/
Kriti Nutrients,533210,KRITINUT,Solvent Extraction,126.45,13.45,631.29,0.24,14.27,13.43,187.82,-11.33,34.28,0.07,0.96,-18.97,9.37,65.09,9.13,3.59,46.55,KRITINUT,https://www.screener.in/company/KRITINUT/consolidated/
Kritika Wires,,KRITIKA,Steel - Medium / Small,18.59,47.6,495.01,0.0,5.06,81.36,133.47,43.93,15.97,0.48,1.15,52.94,0.39,29.19,25.98,5.87,-65.84,KRITIKA,https://www.screener.in/company/KRITIKA/consolidated/
Kronox Lab,544187,KRONOX,Chemicals,150.16,26.09,557.11,0.0,5.88,140.98,22.18,3.31,51.55,0.0,6.2,-5.98,5.75,18.0,18.51,,49.11,KRONOX,https://www.screener.in/company/KRONOX/consolidated/
Krsnaa Diagnost.,543328,KRSNAA,Healthcare,648.75,35.88,2100.97,0.43,18.42,55.97,159.33,37.52,10.1,0.2,3.56,27.14,18.14,-190.71,13.55,2.57,-37.26,KRSNAA,https://www.screener.in/company/KRSNAA/consolidated/
Krypton Industri,523550,,Tyres,63.67,57.07,93.59,0.0,0.49,32.43,10.89,55.57,8.11,0.53,2.07,38.65,1.12,-19.6,19.6,3.0,-110.69,523550.0,https://www.screener.in/company/523550/consolidated/
Krystal Integrat,544149,KRYSTAL,Miscellaneous,696.9,20.16,972.52,0.0,14.83,62.08,273.68,47.19,20.34,0.23,0.99,44.48,34.52,-19.44,11.79,2.61,13.05,KRYSTAL,https://www.screener.in/company/KRYSTAL/consolidated/
KSB,500249,KSB,Pumps,939.4,75.15,16358.74,0.37,68.1,8.44,646.0,9.25,23.29,0.0,6.94,15.7,12.51,16.52,45.8,12.1,-238.23,KSB,https://www.screener.in/company/KSB/consolidated/
KSE,519421,,Food - Processing - Indian,2556.0,39.88,817.92,0.78,18.93,622.28,416.58,5.34,13.02,0.09,0.49,4.57,55.03,-74.85,22.98,3.64,39.0,519421.0,https://www.screener.in/company/519421/consolidated/
Kshitij Polyline,,KSHITIJPOL,Plastics Products,7.2,40.77,65.65,0.0,1.52,2093.1,15.04,56.5,8.64,2.19,1.11,75.43,0.18,-60.93,19.19,3.24,-39.64,KSHITIJPOL,https://www.screener.in/company/KSHITIJPOL/consolidated/
Ksolves India,543599,KSOLVES,Computers - Software - Medium / Small,1018.0,33.85,1206.66,1.91,8.96,18.68,31.46,32.97,197.29,0.0,10.41,36.87,30.06,65.44,24.66,50.23,61.36,KSOLVES,https://www.screener.in/company/KSOLVES/consolidated/
Kuantum Papers,532937,KUANTUM,Paper,148.9,8.27,1296.92,2.01,38.19,-41.36,280.75,-10.25,18.64,0.46,1.1,-12.53,17.98,52.22,5.76,1.15,5.55,KUANTUM,https://www.screener.in/company/KUANTUM/consolidated/
